mode,model,constraint,rank,tau,opto_intensity,perturbation,light,PSTH_r,Brain_FID,trial_R2
ar,lowBio,unconstrained,2,2,0.01,pulse,1.7,-0.006,15.740,0.415
ar,lowBio,unconstrained,2,2,0.01,pulse,2.0,-0.007,13.360,0.383
ar,lowBio,unconstrained,2,2,0.01,raised_cosine,1.3,-0.030,23.635,-0.647
ar,lowBio,unconstrained,2,2,0.01,raised_cosine,1.7,-0.035,63.021,-0.589
ar,lowBio,unconstrained,2,2,0.01,raised_cosine,2.0,-0.052,59.411,-0.513
ar,lowBio,unconstrained,2,2,0.1,baseline,,0.000,9.833,0.290
ar,lowBio,unconstrained,2,2,0.1,sham,,-0.008,17.028,-0.027
ar,lowBio,unconstrained,2,2,0.1,fast_pulses,1.3,-0.004,38.410,-2.689
ar,lowBio,unconstrained,2,2,0.1,fast_pulses,1.7,-0.060,17.377,0.535
ar,lowBio,unconstrained,2,2,0.1,fast_pulses,2.0,-0.080,31.148,0.507
ar,lowBio,unconstrained,2,2,0.1,pulse,1.3,-0.024,14.554,-0.188
ar,lowBio,unconstrained,2,2,0.1,pulse,1.7,-0.041,16.505,0.388
ar,lowBio,unconstrained,2,2,0.1,pulse,2.0,-0.043,15.718,0.310
ar,lowBio,unconstrained,2,2,0.1,raised_cosine,1.3,-0.055,22.964,-0.648
ar,lowBio,unconstrained,2,2,0.1,raised_cosine,1.7,-0.101,22.124,0.370
ar,lowBio,unconstrained,2,2,0.1,raised_cosine,2.0,-0.123,31.272,0.136
ar,lowBio,unconstrained,2,2,1.0,baseline,,-0.004,9.951,0.287
ar,lowBio,unconstrained,2,2,1.0,sham,,-0.012,17.142,-0.039
ar,lowBio,unconstrained,2,2,1.0,fast_pulses,1.3,-0.010,266.460,-22.530
ar,lowBio,unconstrained,2,2,1.0,fast_pulses,1.7,-0.066,161.715,-2.352
ar,lowBio,unconstrained,2,2,1.0,fast_pulses,2.0,-0.091,152.205,-1.052
ar,lowBio,unconstrained,2,2,1.0,pulse,1.3,-0.047,135.176,-7.239
ar,lowBio,unconstrained,2,2,1.0,pulse,1.7,-0.054,145.671,-3.070
ar,lowBio,unconstrained,2,2,1.0,pulse,2.0,-0.051,152.517,-4.122
ar,lowBio,unconstrained,2,2,1.0,raised_cosine,1.3,-0.045,228.971,-12.479
ar,lowBio,unconstrained,2,2,1.0,raised_cosine,1.7,-0.066,248.516,-4.918
ar,lowBio,unconstrained,2,2,1.0,raised_cosine,2.0,-0.084,250.872,-5.032
ar,lowBio,unconstrained,2,5,0.01,baseline,,0.003,16.470,-0.229
ar,lowBio,unconstrained,2,5,0.01,sham,,-0.003,51.237,-1.806
ar,lowBio,unconstrained,2,5,0.01,fast_pulses,1.3,0.005,70.969,-5.806
ar,lowBio,unconstrained,2,5,0.01,fast_pulses,1.7,0.008,30.388,0.180
ar,lowBio,unconstrained,2,5,0.01,fast_pulses,2.0,0.003,44.143,0.297
ar,lowBio,unconstrained,2,5,0.01,pulse,1.3,0.004,32.466,-1.465
ar,lowBio,unconstrained,2,5,0.01,pulse,1.7,0.004,36.616,-0.303
ar,lowBio,unconstrained,2,5,0.01,pulse,2.0,0.000,31.873,-0.397
ar,lowBio,unconstrained,2,5,0.01,raised_cosine,1.3,-0.004,36.356,-1.646
ar,lowBio,unconstrained,2,5,0.01,raised_cosine,1.7,-0.002,61.389,-0.620
ar,lowBio,unconstrained,2,5,0.01,raised_cosine,2.0,-0.005,61.413,-0.665
ar,lowBio,unconstrained,2,5,0.1,baseline,,0.009,17.477,-0.296
ar,lowBio,unconstrained,2,5,0.1,sham,,0.002,41.630,-1.364
ar,lowBio,unconstrained,2,5,0.1,fast_pulses,1.3,-0.001,74.996,-6.137
ar,lowBio,unconstrained,2,5,0.1,fast_pulses,1.7,-0.004,28.583,0.221
ar,lowBio,unconstrained,2,5,0.1,fast_pulses,2.0,0.002,48.152,0.246
ar,lowBio,unconstrained,2,5,0.1,pulse,1.3,0.005,37.204,-1.823
ar,lowBio,unconstrained,2,5,0.1,pulse,1.7,-0.018,33.678,-0.209
ar,lowBio,unconstrained,2,5,0.1,pulse,2.0,-0.008,27.934,-0.218
ar,lowBio,unconstrained,2,5,0.1,raised_cosine,1.3,0.006,57.122,-2.888
ar,lowBio,unconstrained,2,5,0.1,raised_cosine,1.7,-0.002,178.781,-3.393
ar,lowBio,unconstrained,2,5,0.1,raised_cosine,2.0,0.020,334.883,-7.207
ar,lowBio,unconstrained,2,5,1.0,baseline,,0.000,27.091,-0.817
ar,lowBio,unconstrained,2,5,1.0,sham,,0.005,47.359,-1.642
ar,lowBio,unconstrained,2,5,1.0,fast_pulses,1.3,-0.008,137.094,-11.609
ar,lowBio,unconstrained,2,5,1.0,fast_pulses,1.7,-0.007,143.207,-2.073
ar,lowBio,unconstrained,2,5,1.0,fast_pulses,2.0,-0.014,172.903,-1.385
ar,lowBio,unconstrained,2,5,1.0,pulse,1.3,0.001,54.035,-2.803
ar,lowBio,unconstrained,2,5,1.0,pulse,1.7,-0.007,44.498,-0.501
ar,lowBio,unconstrained,2,5,1.0,pulse,2.0,-0.014,42.001,-0.706
ar,lowBio,unconstrained,2,5,1.0,raised_cosine,1.3,-0.011,297.311,-16.713
ar,lowBio,unconstrained,2,5,1.0,raised_cosine,1.7,-0.025,388.161,-8.326
ar,lowBio,unconstrained,2,5,1.0,raised_cosine,2.0,-0.034,359.497,-7.721
ar,lowBio,unconstrained,3,2,0.01,baseline,,0.000,12.502,0.143
ar,lowBio,unconstrained,3,2,0.01,sham,,-0.004,25.016,-0.401
ar,lowBio,unconstrained,3,2,0.01,fast_pulses,1.3,0.005,38.831,-2.771
ar,lowBio,unconstrained,3,2,0.01,fast_pulses,1.7,-0.016,18.507,0.507
ar,lowBio,unconstrained,3,2,0.01,fast_pulses,2.0,-0.006,40.251,0.402
ar,lowBio,unconstrained,3,2,0.01,pulse,1.3,-0.002,21.856,-0.602
ar,lowBio,unconstrained,3,2,0.01,pulse,1.7,0.003,17.559,0.357
ar,lowBio,unconstrained,3,2,0.01,pulse,2.0,-0.009,15.245,0.294
ar,lowBio,unconstrained,3,2,0.01,raised_cosine,1.3,-0.011,33.496,-1.252
ar,lowBio,unconstrained,3,2,0.01,raised_cosine,1.7,-0.047,64.941,-0.633
ar,lowBio,unconstrained,3,2,0.01,raised_cosine,2.0,-0.050,62.504,-0.595
ar,lowBio,unconstrained,3,2,0.1,baseline,,-0.001,12.244,0.160
ar,lowBio,unconstrained,3,2,0.1,sham,,-0.003,26.687,-0.487
ar,lowBio,unconstrained,3,2,0.1,fast_pulses,1.3,-0.009,62.286,-4.785
ar,lowBio,unconstrained,3,2,0.1,fast_pulses,1.7,-0.058,9.667,0.659
ar,lowBio,unconstrained,3,2,0.1,fast_pulses,2.0,-0.084,20.054,0.667
ar,lowBio,unconstrained,3,2,0.1,pulse,1.3,-0.035,28.432,-0.985
ar,lowBio,unconstrained,3,2,0.1,pulse,1.7,-0.044,19.192,0.305
ar,lowBio,unconstrained,3,2,0.1,pulse,2.0,-0.043,19.703,0.147
ar,lowBio,unconstrained,3,2,0.1,raised_cosine,1.3,-0.050,27.160,-0.857
ar,lowBio,unconstrained,3,2,0.1,raised_cosine,1.7,-0.095,31.638,0.139
ar,lowBio,unconstrained,3,2,0.1,raised_cosine,2.0,-0.128,47.244,-0.240
ar,lowBio,unconstrained,3,2,1.0,baseline,,0.000,12.300,0.153
ar,lowBio,unconstrained,3,2,1.0,sham,,0.001,24.197,-0.380
ar,lowBio,unconstrained,3,2,1.0,fast_pulses,1.3,-0.007,311.346,-26.435
ar,lowBio,unconstrained,3,2,1.0,fast_pulses,1.7,-0.058,162.872,-2.386
ar,lowBio,unconstrained,3,2,1.0,fast_pulses,2.0,-0.084,164.710,-1.214
ar,lowBio,unconstrained,3,2,1.0,pulse,1.3,-0.045,144.996,-7.848
ar,lowBio,unconstrained,3,2,1.0,pulse,1.7,-0.056,147.159,-3.132
ar,lowBio,unconstrained,3,2,1.0,pulse,2.0,-0.051,162.578,-4.469
ar,lowBio,unconstrained,3,2,1.0,raised_cosine,1.3,-0.026,232.689,-12.717
ar,lowBio,unconstrained,3,2,1.0,raised_cosine,1.7,-0.034,234.166,-4.584
ar,lowBio,unconstrained,3,2,1.0,raised_cosine,2.0,-0.055,246.347,-4.940
ar,lowBio,unconstrained,3,5,0.01,baseline,,0.001,63.626,-2.319
ar,lowBio,unconstrained,3,5,0.01,sham,,-0.003,56.759,-1.713
ar,lowBio,unconstrained,3,5,0.01,fast_pulses,1.3,-0.002,39.944,-2.644
ar,lowBio,unconstrained,3,5,0.01,fast_pulses,1.7,0.000,137.635,-1.791
ar,lowBio,unconstrained,3,5,0.01,fast_pulses,2.0,-0.001,205.606,-1.694
ar,lowBio,unconstrained,3,5,0.01,pulse,1.3,-0.003,61.030,-2.712
ar,lowBio,unconstrained,3,5,0.01,pulse,1.7,0.001,106.569,-1.903
ar,lowBio,unconstrained,3,5,0.01,pulse,2.0,0.002,97.947,-2.245
ar,lowBio,unconstrained,3,5,0.01,raised_cosine,1.3,-0.001,80.079,-3.753
ar,lowBio,unconstrained,3,5,0.01,raised_cosine,1.7,0.001,119.693,-1.851
ar,lowBio,unconstrained,3,5,0.01,raised_cosine,2.0,-0.006,127.787,-2.079
ar,lowBio,unconstrained,3,5,0.1,baseline,,-0.002,64.194,-2.351
ar,lowBio,unconstrained,3,5,0.1,sham,,0.002,57.329,-1.740
ar,lowBio,unconstrained,3,5,0.1,fast_pulses,1.3,-0.004,41.636,-2.835
ar,lowBio,unconstrained,3,5,0.1,fast_pulses,1.7,-0.001,136.517,-1.764
ar,lowBio,unconstrained,3,5,0.1,fast_pulses,2.0,0.001,202.229,-1.646
ar,lowBio,unconstrained,3,5,0.1,pulse,1.3,0.003,65.008,-2.960
ar,lowBio,unconstrained,3,5,0.1,pulse,1.7,0.002,108.689,-1.960
ar,lowBio,unconstrained,3,5,0.1,pulse,2.0,0.001,94.307,-2.118
ar,lowBio,unconstrained,3,5,0.1,raised_cosine,1.3,-0.002,83.286,-3.963
ar,lowBio,unconstrained,3,5,0.1,raised_cosine,1.7,-0.016,126.006,-2.005
ar,lowBio,unconstrained,3,5,0.1,raised_cosine,2.0,-0.021,132.475,-2.195
ar,lowBio,unconstrained,3,5,1.0,baseline,,0.003,63.803,-2.334
ar,lowBio,unconstrained,3,5,1.0,sham,,0.000,57.221,-1.732
ar,lowBio,unconstrained,3,5,1.0,fast_pulses,1.3,-0.003,69.417,-5.230
ar,lowBio,unconstrained,3,5,1.0,fast_pulses,1.7,-0.015,147.750,-2.004
ar,lowBio,unconstrained,3,5,1.0,fast_pulses,2.0,-0.023,218.611,-1.867
ar,lowBio,unconstrained,3,5,1.0,pulse,1.3,-0.007,65.099,-2.961
ar,lowBio,unconstrained,3,5,1.0,pulse,1.7,-0.009,110.015,-1.999
ar,lowBio,unconstrained,3,5,1.0,pulse,2.0,-0.012,101.845,-2.370
ar,lowBio,unconstrained,3,5,1.0,raised_cosine,1.3,-0.018,162.797,-8.601
ar,lowBio,unconstrained,3,5,1.0,raised_cosine,1.7,-0.029,196.521,-3.666
ar,lowBio,unconstrained,3,5,1.0,raised_cosine,2.0,-0.037,188.459,-3.530
ar,lowRNN,dale,1,2,0.01,baseline,,0.007,90.121,-3.580
ar,lowRNN,dale,1,2,0.01,sham,,-0.005,70.836,-2.263
ar,lowRNN,dale,1,2,0.01,fast_pulses,1.3,-0.006,39.263,-2.461
ar,lowRNN,dale,1,2,0.01,fast_pulses,1.7,0.072,182.089,-2.631
ar,lowRNN,dale,1,2,0.01,fast_pulses,2.0,0.073,253.324,-2.284
ar,lowRNN,dale,1,2,0.01,pulse,1.3,0.065,77.406,-3.541
ar,lowRNN,dale,1,2,0.01,pulse,1.7,0.076,134.897,-2.593
ar,lowRNN,dale,1,2,0.01,pulse,2.0,0.087,122.158,-2.950
ar,lowRNN,dale,1,2,0.01,raised_cosine,1.3,0.112,108.260,-5.291
ar,lowRNN,dale,1,2,0.01,raised_cosine,1.7,0.176,143.267,-2.366
ar,lowRNN,dale,1,2,0.01,raised_cosine,2.0,0.231,156.616,-2.720
ar,lowRNN,dale,1,2,0.1,baseline,,0.001,90.056,-3.578
ar,lowRNN,dale,1,2,0.1,sham,,-0.006,70.350,-2.242
ar,lowRNN,dale,1,2,0.1,fast_pulses,1.3,-0.001,22.810,-1.039
ar,lowRNN,dale,1,2,0.1,fast_pulses,1.7,0.127,106.135,-1.130
ar,lowRNN,dale,1,2,0.1,fast_pulses,2.0,0.120,150.982,-0.964
ar,lowRNN,dale,1,2,0.1,pulse,1.3,0.106,41.072,-1.452
ar,lowRNN,dale,1,2,0.1,pulse,1.7,0.151,82.953,-1.230
ar,lowRNN,dale,1,2,0.1,pulse,2.0,0.151,58.482,-0.920
ar,lowRNN,dale,1,2,0.1,raised_cosine,1.3,0.115,39.941,-1.361
ar,lowRNN,dale,1,2,0.1,raised_cosine,1.7,0.177,24.696,0.402
ar,lowRNN,dale,1,2,0.1,raised_cosine,2.0,0.207,22.954,0.442
ar,lowRNN,dale,1,2,1.0,baseline,,-0.007,73.665,-2.752
ar,lowRNN,dale,1,2,1.0,sham,,-0.036,70.208,-2.235
ar,lowRNN,dale,1,2,1.0,fast_pulses,1.3,0.019,51.588,-3.531
ar,lowRNN,dale,1,2,1.0,fast_pulses,1.7,0.097,67.821,-0.366
ar,lowRNN,dale,1,2,1.0,fast_pulses,2.0,0.129,89.587,-0.172
ar,lowRNN,dale,1,2,1.0,pulse,1.3,0.043,58.759,-2.483
ar,lowRNN,dale,1,2,1.0,pulse,1.7,0.054,41.499,-0.136
ar,lowRNN,dale,1,2,1.0,pulse,2.0,0.043,37.334,-0.242
ar,lowRNN,dale,1,2,1.0,raised_cosine,1.3,0.069,26.341,-0.558
ar,lowRNN,dale,1,2,1.0,raised_cosine,1.7,0.089,17.292,0.582
ar,lowRNN,dale,1,2,1.0,raised_cosine,2.0,0.117,16.656,0.595
ar,lowRNN,dale,1,5,0.01,baseline,,0.007,111.006,-4.625
ar,lowRNN,dale,1,5,0.01,sham,,0.016,97.532,-3.458
ar,lowRNN,dale,1,5,0.01,fast_pulses,1.3,0.004,57.676,-4.046
ar,lowRNN,dale,1,5,0.01,fast_pulses,1.7,0.026,226.808,-3.511
ar,lowRNN,dale,1,5,0.01,fast_pulses,2.0,0.057,314.836,-3.074
ar,lowRNN,dale,1,5,0.01,pulse,1.3,0.051,103.712,-5.054
ar,lowRNN,dale,1,5,0.01,pulse,1.7,0.035,176.044,-3.670
ar,lowRNN,dale,1,5,0.01,pulse,2.0,0.042,160.734,-4.173
ar,lowRNN,dale,1,5,0.01,raised_cosine,1.3,0.082,134.838,-6.814
ar,lowRNN,dale,1,5,0.01,raised_cosine,1.7,0.153,174.857,-3.095
ar,lowRNN,dale,1,5,0.01,raised_cosine,2.0,0.216,192.459,-3.563
ar,lowRNN,dale,1,5,0.1,baseline,,-0.014,110.841,-4.616
ar,lowRNN,dale,1,5,0.1,sham,,0.004,97.726,-3.465
ar,lowRNN,dale,1,5,0.1,fast_pulses,1.3,0.002,51.927,-3.542
ar,lowRNN,dale,1,5,0.1,fast_pulses,1.7,0.107,207.043,-3.121
ar,lowRNN,dale,1,5,0.1,fast_pulses,2.0,0.113,287.343,-2.720
ar,lowRNN,dale,1,5,0.1,pulse,1.3,0.098,96.959,-4.664
ar,lowRNN,dale,1,5,0.1,pulse,1.7,0.156,162.766,-3.319
ar,lowRNN,dale,1,5,0.1,pulse,2.0,0.142,143.538,-3.629
ar,lowRNN,dale,1,5,0.1,raised_cosine,1.3,0.128,92.770,-4.386
ar,lowRNN,dale,1,5,0.1,raised_cosine,1.7,0.215,96.785,-1.272
ar,lowRNN,dale,1,5,0.1,raised_cosine,2.0,0.265,98.649,-1.345
ar,lowRNN,dale,1,5,1.0,baseline,,-0.005,110.907,-4.619
ar,lowRNN,dale,1,5,1.0,sham,,-0.006,97.218,-3.445
ar,lowRNN,dale,1,5,1.0,fast_pulses,1.3,0.001,17.828,-0.589
ar,lowRNN,dale,1,5,1.0,fast_pulses,1.7,0.124,126.118,-1.519
ar,lowRNN,dale,1,5,1.0,fast_pulses,2.0,0.139,194.270,-1.518
ar,lowRNN,dale,1,5,1.0,pulse,1.3,0.124,42.869,-1.545
ar,lowRNN,dale,1,5,1.0,pulse,1.7,0.178,94.393,-1.523
ar,lowRNN,dale,1,5,1.0,pulse,2.0,0.164,82.077,-1.662
ar,lowRNN,dale,1,5,1.0,raised_cosine,1.3,0.087,20.817,-0.215
ar,lowRNN,dale,1,5,1.0,raised_cosine,1.7,0.123,21.399,0.493
ar,lowRNN,dale,1,5,1.0,raised_cosine,2.0,0.154,20.840,0.498
ar,lowRNN,dale,2,2,0.01,baseline,,0.002,101.555,-4.149
ar,lowRNN,dale,2,2,0.01,sham,,0.036,84.301,-2.865
ar,lowRNN,dale,2,2,0.01,fast_pulses,1.3,-0.001,48.631,-3.254
ar,lowRNN,dale,2,2,0.01,fast_pulses,1.7,0.085,199.671,-2.974
ar,lowRNN,dale,2,2,0.01,fast_pulses,2.0,0.095,284.816,-2.687
ar,lowRNN,dale,2,2,0.01,pulse,1.3,0.078,89.981,-4.264
ar,lowRNN,dale,2,2,0.01,pulse,1.7,0.128,153.890,-3.087
ar,lowRNN,dale,2,2,0.01,pulse,2.0,0.141,139.866,-3.509
ar,lowRNN,dale,2,2,0.01,raised_cosine,1.3,0.122,119.470,-5.931
ar,lowRNN,dale,2,2,0.01,raised_cosine,1.7,0.215,155.549,-2.646
ar,lowRNN,dale,2,2,0.01,raised_cosine,2.0,0.262,166.992,-2.964
ar,lowRNN,dale,2,2,0.1,baseline,,0.010,101.369,-4.139
ar,lowRNN,dale,2,2,0.1,sham,,0.002,85.155,-2.900
ar,lowRNN,dale,2,2,0.1,fast_pulses,1.3,-0.003,24.648,-1.195
ar,lowRNN,dale,2,2,0.1,fast_pulses,1.7,0.126,109.770,-1.194
ar,lowRNN,dale,2,2,0.1,fast_pulses,2.0,0.131,153.798,-0.998
ar,lowRNN,dale,2,2,0.1,pulse,1.3,0.111,41.974,-1.488
ar,lowRNN,dale,2,2,0.1,pulse,1.7,0.180,76.800,-1.060
ar,lowRNN,dale,2,2,0.1,pulse,2.0,0.178,55.231,-0.806
ar,lowRNN,dale,2,2,0.1,raised_cosine,1.3,0.120,48.666,-1.842
ar,lowRNN,dale,2,2,0.1,raised_cosine,1.7,0.182,33.643,0.200
ar,lowRNN,dale,2,2,0.1,raised_cosine,2.0,0.216,30.161,0.273
ar,lowRNN,dale,2,2,1.0,baseline,,-0.014,93.225,-3.730
ar,lowRNN,dale,2,2,1.0,sham,,-0.020,85.819,-2.930
ar,lowRNN,dale,2,2,1.0,fast_pulses,1.3,0.019,68.681,-4.998
ar,lowRNN,dale,2,2,1.0,fast_pulses,1.7,0.093,98.572,-0.970
ar,lowRNN,dale,2,2,1.0,fast_pulses,2.0,0.122,123.785,-0.610
ar,lowRNN,dale,2,2,1.0,pulse,1.3,0.042,89.904,-4.269
ar,lowRNN,dale,2,2,1.0,pulse,1.7,0.054,58.057,-0.562
ar,lowRNN,dale,2,2,1.0,pulse,2.0,0.041,52.757,-0.725
ar,lowRNN,dale,2,2,1.0,raised_cosine,1.3,0.068,37.033,-1.157
ar,lowRNN,dale,2,2,1.0,raised_cosine,1.7,0.087,17.227,0.586
ar,lowRNN,dale,2,2,1.0,raised_cosine,2.0,0.115,15.570,0.624
ar,lowRNN,dale,2,5,0.01,baseline,,0.002,98.515,-4.009
ar,lowRNN,dale,2,5,0.01,sham,,0.003,83.927,-2.859
ar,lowRNN,dale,2,5,0.01,fast_pulses,1.3,-0.006,47.707,-3.184
ar,lowRNN,dale,2,5,0.01,fast_pulses,1.7,0.014,205.672,-3.102
ar,lowRNN,dale,2,5,0.01,fast_pulses,2.0,0.055,291.441,-2.775
ar,lowRNN,dale,2,5,0.01,pulse,1.3,0.024,87.961,-4.166
ar,lowRNN,dale,2,5,0.01,pulse,1.7,0.038,157.906,-3.203
ar,lowRNN,dale,2,5,0.01,pulse,2.0,0.056,143.622,-3.641
ar,lowRNN,dale,2,5,0.01,raised_cosine,1.3,0.062,122.007,-6.083
ar,lowRNN,dale,2,5,0.01,raised_cosine,1.7,0.145,161.570,-2.791
ar,lowRNN,dale,2,5,0.01,raised_cosine,2.0,0.161,177.986,-3.232
ar,lowRNN,dale,2,5,0.1,baseline,,0.009,98.189,-3.993
ar,lowRNN,dale,2,5,0.1,sham,,-0.002,84.470,-2.883
ar,lowRNN,dale,2,5,0.1,fast_pulses,1.3,-0.005,43.998,-2.879
ar,lowRNN,dale,2,5,0.1,fast_pulses,1.7,0.095,191.531,-2.823
ar,lowRNN,dale,2,5,0.1,fast_pulses,2.0,0.089,269.070,-2.488
ar,lowRNN,dale,2,5,0.1,pulse,1.3,0.079,84.210,-3.948
ar,lowRNN,dale,2,5,0.1,pulse,1.7,0.134,146.794,-2.913
ar,lowRNN,dale,2,5,0.1,pulse,2.0,0.134,130.444,-3.224
ar,lowRNN,dale,2,5,0.1,raised_cosine,1.3,0.113,89.187,-4.198
ar,lowRNN,dale,2,5,0.1,raised_cosine,1.7,0.190,100.420,-1.365
ar,lowRNN,dale,2,5,0.1,raised_cosine,2.0,0.228,104.623,-1.496
ar,lowRNN,dale,2,5,1.0,baseline,,0.007,98.439,-4.005
ar,lowRNN,dale,2,5,1.0,sham,,-0.012,84.665,-2.892
ar,lowRNN,dale,2,5,1.0,fast_pulses,1.3,-0.003,13.471,-0.240
ar,lowRNN,dale,2,5,1.0,fast_pulses,1.7,0.106,107.055,-1.149
ar,lowRNN,dale,2,5,1.0,fast_pulses,2.0,0.114,171.090,-1.226
ar,lowRNN,dale,2,5,1.0,pulse,1.3,0.116,30.839,-0.874
ar,lowRNN,dale,2,5,1.0,pulse,1.7,0.168,75.943,-1.049
ar,lowRNN,dale,2,5,1.0,pulse,2.0,0.153,65.442,-1.146
ar,lowRNN,dale,2,5,1.0,raised_cosine,1.3,0.085,26.091,-0.537
ar,lowRNN,dale,2,5,1.0,raised_cosine,1.7,0.122,23.975,0.425
ar,lowRNN,dale,2,5,1.0,raised_cosine,2.0,0.153,21.822,0.472
ar,lowRNN,dale,3,2,0.01,baseline,,0.022,65.941,-2.346
ar,lowRNN,dale,3,2,0.01,sham,,0.001,38.699,-0.790
ar,lowRNN,dale,3,2,0.01,fast_pulses,1.3,-0.004,21.311,-0.873
ar,lowRNN,dale,3,2,0.01,fast_pulses,1.7,0.046,106.006,-1.111
ar,lowRNN,dale,3,2,0.01,fast_pulses,2.0,0.026,165.578,-1.142
ar,lowRNN,dale,3,2,0.01,pulse,1.3,0.047,39.680,-1.331
ar,lowRNN,dale,3,2,0.01,pulse,1.7,0.059,76.363,-1.033
ar,lowRNN,dale,3,2,0.01,pulse,2.0,0.057,66.794,-1.158
ar,lowRNN,dale,3,2,0.01,raised_cosine,1.3,0.016,83.873,-3.861
ar,lowRNN,dale,3,2,0.01,raised_cosine,1.7,0.099,126.812,-1.973
ar,lowRNN,dale,3,2,0.01,raised_cosine,2.0,0.169,138.163,-2.275
ar,lowRNN,dale,3,2,0.1,baseline,,-0.004,66.972,-2.398
ar,lowRNN,dale,3,2,0.1,sham,,0.035,38.383,-0.770
ar,lowRNN,dale,3,2,0.1,fast_pulses,1.3,-0.006,16.098,-0.443
ar,lowRNN,dale,3,2,0.1,fast_pulses,1.7,0.103,87.574,-0.751
ar,lowRNN,dale,3,2,0.1,fast_pulses,2.0,0.140,115.781,-0.504
ar,lowRNN,dale,3,2,0.1,pulse,1.3,0.068,28.307,-0.674
ar,lowRNN,dale,3,2,0.1,pulse,1.7,0.097,60.043,-0.605
ar,lowRNN,dale,3,2,0.1,pulse,2.0,0.090,47.217,-0.536
ar,lowRNN,dale,3,2,0.1,raised_cosine,1.3,0.152,39.024,-1.279
ar,lowRNN,dale,3,2,0.1,raised_cosine,1.7,0.217,22.315,0.469
ar,lowRNN,dale,3,2,0.1,raised_cosine,2.0,0.242,28.477,0.318
ar,lowRNN,dale,3,2,1.0,baseline,,-0.001,37.046,-0.894
ar,lowRNN,dale,3,2,1.0,sham,,0.035,37.765,-0.745
ar,lowRNN,dale,3,2,1.0,fast_pulses,1.3,0.014,22.156,-0.949
ar,lowRNN,dale,3,2,1.0,fast_pulses,1.7,0.100,71.057,-0.416
ar,lowRNN,dale,3,2,1.0,fast_pulses,2.0,0.126,86.222,-0.120
ar,lowRNN,dale,3,2,1.0,pulse,1.3,0.042,145.145,-7.450
ar,lowRNN,dale,3,2,1.0,pulse,1.7,0.058,69.225,-0.848
ar,lowRNN,dale,3,2,1.0,pulse,2.0,0.056,67.361,-1.179
ar,lowRNN,dale,3,2,1.0,raised_cosine,1.3,0.069,18.027,-0.050
ar,lowRNN,dale,3,2,1.0,raised_cosine,1.7,0.082,34.620,0.187
ar,lowRNN,dale,3,2,1.0,raised_cosine,2.0,0.109,27.600,0.340
ar,lowRNN,dale,3,5,0.01,baseline,,0.001,110.350,-4.590
ar,lowRNN,dale,3,5,0.01,sham,,0.004,95.974,-3.385
ar,lowRNN,dale,3,5,0.01,fast_pulses,1.3,-0.009,56.736,-3.954
ar,lowRNN,dale,3,5,0.01,fast_pulses,1.7,0.008,223.421,-3.446
ar,lowRNN,dale,3,5,0.01,fast_pulses,2.0,0.020,313.390,-3.055
ar,lowRNN,dale,3,5,0.01,pulse,1.3,0.006,101.940,-4.943
ar,lowRNN,dale,3,5,0.01,pulse,1.7,0.025,175.532,-3.654
ar,lowRNN,dale,3,5,0.01,pulse,2.0,0.020,157.793,-4.078
ar,lowRNN,dale,3,5,0.01,raised_cosine,1.3,-0.037,135.869,-6.867
ar,lowRNN,dale,3,5,0.01,raised_cosine,1.7,-0.074,176.627,-3.137
ar,lowRNN,dale,3,5,0.01,raised_cosine,2.0,-0.086,191.244,-3.534
ar,lowRNN,dale,3,5,0.1,baseline,,0.001,110.065,-4.576
ar,lowRNN,dale,3,5,0.1,sham,,0.007,96.617,-3.415
ar,lowRNN,dale,3,5,0.1,fast_pulses,1.3,-0.016,52.887,-3.624
ar,lowRNN,dale,3,5,0.1,fast_pulses,1.7,-0.020,213.332,-3.246
ar,lowRNN,dale,3,5,0.1,fast_pulses,2.0,-0.016,291.412,-2.774
ar,lowRNN,dale,3,5,0.1,pulse,1.3,0.032,91.865,-4.368
ar,lowRNN,dale,3,5,0.1,pulse,1.7,0.075,162.013,-3.301
ar,lowRNN,dale,3,5,0.1,pulse,2.0,0.073,143.198,-3.615
ar,lowRNN,dale,3,5,0.1,raised_cosine,1.3,-0.022,77.681,-3.520
ar,lowRNN,dale,3,5,0.1,raised_cosine,1.7,-0.033,77.327,-0.820
ar,lowRNN,dale,3,5,0.1,raised_cosine,2.0,-0.057,81.073,-0.932
ar,lowRNN,dale,3,5,1.0,baseline,,0.011,85.791,-3.358
ar,lowRNN,dale,3,5,1.0,sham,,0.009,96.007,-3.387
ar,lowRNN,dale,3,5,1.0,fast_pulses,1.3,-0.025,21.180,-0.885
ar,lowRNN,dale,3,5,1.0,fast_pulses,1.7,-0.021,102.534,-1.052
ar,lowRNN,dale,3,5,1.0,fast_pulses,2.0,-0.024,162.663,-1.111
ar,lowRNN,dale,3,5,1.0,pulse,1.3,0.042,27.264,-0.638
ar,lowRNN,dale,3,5,1.0,pulse,1.7,0.079,70.730,-0.894
ar,lowRNN,dale,3,5,1.0,pulse,2.0,0.072,60.588,-0.974
ar,lowRNN,dale,3,5,1.0,raised_cosine,1.3,-0.065,284.778,-15.472
ar,lowRNN,dale,3,5,1.0,raised_cosine,1.7,-0.071,147.337,-2.455
