mode,model,constraint,rank,tau,opto_intensity,perturbation,light,PSTH_r,Brain_FID,trial_R2
freerun,lowRNN,dale,2,2,1.0,raised_cosine,1.7,0.087,53.293,-0.394
freerun,lowRNN,dale,2,2,1.0,raised_cosine,2.0,0.117,31.385,0.135
freerun,lowRNN,dale,2,5,0.01,baseline,,-0.014,15.198,0.039
freerun,lowRNN,dale,2,5,0.01,sham,,-0.005,45.305,-1.317
freerun,lowRNN,dale,2,5,0.01,fast_pulses,1.3,0.019,56.556,-4.175
freerun,lowRNN,dale,2,5,0.01,fast_pulses,1.7,0.001,48.029,-0.096
freerun,lowRNN,dale,2,5,0.01,fast_pulses,2.0,0.011,71.878,-0.008
freerun,lowRNN,dale,2,5,0.01,pulse,1.3,-0.015,34.011,-1.256
freerun,lowRNN,dale,2,5,0.01,pulse,1.7,0.023,39.449,-0.234
freerun,lowRNN,dale,2,5,0.01,pulse,2.0,0.012,44.639,-0.616
freerun,lowRNN,dale,2,5,0.01,raised_cosine,1.3,0.088,32.909,-1.170
freerun,lowRNN,dale,2,5,0.01,raised_cosine,1.7,0.077,45.573,-0.190
freerun,lowRNN,dale,2,5,0.01,raised_cosine,2.0,0.009,54.402,-0.392
freerun,lowRNN,dale,2,5,0.1,baseline,,-0.012,13.073,0.154
freerun,lowRNN,dale,2,5,0.1,sham,,0.038,49.517,-1.496
freerun,lowRNN,dale,2,5,0.1,fast_pulses,1.3,-0.000,58.026,-4.423
freerun,lowRNN,dale,2,5,0.1,fast_pulses,1.7,0.041,42.169,0.043
freerun,lowRNN,dale,2,5,0.1,fast_pulses,2.0,0.006,72.014,-0.008
freerun,lowRNN,dale,2,5,0.1,pulse,1.3,0.045,40.607,-1.669
freerun,lowRNN,dale,2,5,0.1,pulse,1.7,0.055,45.121,-0.405
freerun,lowRNN,dale,2,5,0.1,pulse,2.0,0.050,37.850,-0.376
freerun,lowRNN,dale,2,5,0.1,raised_cosine,1.3,0.080,18.804,-0.343
freerun,lowRNN,dale,2,5,0.1,raised_cosine,1.7,0.174,45.310,-0.178
freerun,lowRNN,dale,2,5,0.1,raised_cosine,2.0,0.192,29.546,0.200
freerun,lowRNN,dale,2,5,1.0,baseline,,-0.002,14.081,0.091
freerun,lowRNN,dale,2,5,1.0,sham,,0.035,53.022,-1.669
freerun,lowRNN,dale,2,5,1.0,fast_pulses,1.3,0.002,36.192,-2.468
freerun,lowRNN,dale,2,5,1.0,fast_pulses,1.7,0.069,51.582,-0.160
freerun,lowRNN,dale,2,5,1.0,fast_pulses,2.0,0.084,89.714,-0.228
freerun,lowRNN,dale,2,5,1.0,pulse,1.3,0.048,44.782,-1.956
freerun,lowRNN,dale,2,5,1.0,pulse,1.7,0.055,39.920,-0.232
freerun,lowRNN,dale,2,5,1.0,pulse,2.0,0.020,46.152,-0.706
freerun,lowRNN,dale,2,5,1.0,raised_cosine,1.3,0.069,15.065,-0.096
freerun,lowRNN,dale,2,5,1.0,raised_cosine,1.7,0.098,33.790,0.106
freerun,lowRNN,dale,2,5,1.0,raised_cosine,2.0,0.124,32.393,0.131
freerun,lowRNN,dale,3,2,0.01,baseline,,-0.014,11.879,0.174
freerun,lowRNN,dale,3,2,0.01,sham,,-0.010,51.215,-1.609
freerun,lowRNN,dale,3,2,0.01,fast_pulses,1.3,0.014,72.734,-5.624
freerun,lowRNN,dale,3,2,0.01,fast_pulses,1.7,0.032,39.339,0.104
freerun,lowRNN,dale,3,2,0.01,fast_pulses,2.0,-0.007,62.575,0.120
freerun,lowRNN,dale,3,2,0.01,pulse,1.3,-0.001,42.348,-1.792
freerun,lowRNN,dale,3,2,0.01,pulse,1.7,0.019,50.886,-0.534
freerun,lowRNN,dale,3,2,0.01,pulse,2.0,-0.011,38.537,-0.412
freerun,lowRNN,dale,3,2,0.01,raised_cosine,1.3,0.084,21.828,-0.527
freerun,lowRNN,dale,3,2,0.01,raised_cosine,1.7,0.151,37.445,0.012
freerun,lowRNN,dale,3,2,0.01,raised_cosine,2.0,0.133,42.961,-0.140
freerun,lowRNN,dale,3,2,0.1,baseline,,0.011,12.496,0.156
freerun,lowRNN,dale,3,2,0.1,sham,,0.019,66.595,-2.317
freerun,lowRNN,dale,3,2,0.1,fast_pulses,1.3,0.012,44.207,-3.175
freerun,lowRNN,dale,3,2,0.1,fast_pulses,1.7,0.104,58.762,-0.285
freerun,lowRNN,dale,3,2,0.1,fast_pulses,2.0,0.134,77.353,-0.060
freerun,lowRNN,dale,3,2,0.1,pulse,1.3,0.059,32.607,-1.205
freerun,lowRNN,dale,3,2,0.1,pulse,1.7,0.079,37.891,-0.174
freerun,lowRNN,dale,3,2,0.1,pulse,2.0,0.085,41.624,-0.547
freerun,lowRNN,dale,3,2,0.1,raised_cosine,1.3,0.102,16.409,-0.189
freerun,lowRNN,dale,3,2,0.1,raised_cosine,1.7,0.161,34.979,0.075
freerun,lowRNN,dale,3,2,0.1,raised_cosine,2.0,0.193,42.790,-0.123
freerun,lowRNN,dale,3,2,1.0,baseline,,0.013,15.017,0.007
freerun,lowRNN,dale,3,2,1.0,sham,,-0.019,48.555,-1.462
freerun,lowRNN,dale,3,2,1.0,fast_pulses,1.3,0.016,32.941,-2.126
freerun,lowRNN,dale,3,2,1.0,fast_pulses,1.7,0.117,63.072,-0.378
freerun,lowRNN,dale,3,2,1.0,fast_pulses,2.0,0.138,105.260,-0.436
freerun,lowRNN,dale,3,2,1.0,pulse,1.3,0.069,79.580,-4.005
freerun,lowRNN,dale,3,2,1.0,pulse,1.7,0.086,48.413,-0.460
freerun,lowRNN,dale,3,2,1.0,pulse,2.0,0.064,55.676,-1.003
freerun,lowRNN,dale,3,2,1.0,raised_cosine,1.3,0.069,13.559,-0.027
freerun,lowRNN,dale,3,2,1.0,raised_cosine,1.7,0.091,27.664,0.243
freerun,lowRNN,dale,3,2,1.0,raised_cosine,2.0,0.118,38.644,-0.044
freerun,lowRNN,dale,3,5,0.01,baseline,,-0.001,38.342,-1.196
freerun,lowRNN,dale,3,5,0.01,sham,,-0.017,108.942,-4.281
freerun,lowRNN,dale,3,5,0.01,fast_pulses,1.3,0.004,120.713,-9.808
freerun,lowRNN,dale,3,5,0.01,fast_pulses,1.7,-0.041,63.181,-0.393
freerun,lowRNN,dale,3,5,0.01,fast_pulses,2.0,0.050,114.872,-0.565
freerun,lowRNN,dale,3,5,0.01,pulse,1.3,0.027,83.883,-4.238
freerun,lowRNN,dale,3,5,0.01,pulse,1.7,0.033,84.446,-1.492
freerun,lowRNN,dale,3,5,0.01,pulse,2.0,0.013,71.405,-1.509
freerun,lowRNN,dale,3,5,0.01,raised_cosine,1.3,0.045,59.534,-2.776
freerun,lowRNN,dale,3,5,0.01,raised_cosine,1.7,0.059,65.718,-0.652
freerun,lowRNN,dale,3,5,0.01,raised_cosine,2.0,0.049,80.727,-1.076
freerun,lowRNN,dale,3,5,0.1,baseline,,0.009,39.632,-1.255
freerun,lowRNN,dale,3,5,0.1,sham,,0.002,102.226,-3.981
freerun,lowRNN,dale,3,5,0.1,fast_pulses,1.3,-0.003,126.677,-10.378
freerun,lowRNN,dale,3,5,0.1,fast_pulses,1.7,-0.021,94.841,-1.061
freerun,lowRNN,dale,3,5,0.1,fast_pulses,2.0,-0.033,99.591,-0.369
freerun,lowRNN,dale,3,5,0.1,pulse,1.3,-0.009,97.392,-5.027
freerun,lowRNN,dale,3,5,0.1,pulse,1.7,0.005,78.934,-1.318
freerun,lowRNN,dale,3,5,0.1,pulse,2.0,0.057,74.566,-1.606
freerun,lowRNN,dale,3,5,0.1,raised_cosine,1.3,0.069,51.206,-2.286
freerun,lowRNN,dale,3,5,0.1,raised_cosine,1.7,0.129,51.615,-0.319
freerun,lowRNN,dale,3,5,0.1,raised_cosine,2.0,0.206,43.642,-0.155
freerun,lowRNN,dale,3,5,1.0,baseline,,0.002,38.397,-1.187
freerun,lowRNN,dale,3,5,1.0,sham,,0.016,103.138,-4.041
freerun,lowRNN,dale,3,5,1.0,fast_pulses,1.3,0.010,102.218,-8.310
freerun,lowRNN,dale,3,5,1.0,fast_pulses,1.7,0.058,75.492,-0.673
freerun,lowRNN,dale,3,5,1.0,fast_pulses,2.0,0.065,69.444,0.018
freerun,lowRNN,dale,3,5,1.0,pulse,1.3,-0.004,106.059,-5.556
freerun,lowRNN,dale,3,5,1.0,pulse,1.7,0.027,91.388,-1.648
freerun,lowRNN,dale,3,5,1.0,pulse,2.0,-0.012,79.674,-1.756
freerun,lowRNN,dale,3,5,1.0,raised_cosine,1.3,0.078,27.604,-0.892
freerun,lowRNN,dale,3,5,1.0,raised_cosine,1.7,0.109,26.596,0.237
freerun,lowRNN,dale,3,5,1.0,raised_cosine,2.0,0.138,31.054,0.107
freerun,lowRNN,unconstrained,1,2,0.01,baseline,,-0.005,17.385,-0.076
freerun,lowRNN,unconstrained,1,2,0.01,sham,,0.004,60.061,-1.982
freerun,lowRNN,unconstrained,1,2,0.01,fast_pulses,1.3,-0.000,77.843,-6.051
freerun,lowRNN,unconstrained,1,2,0.01,fast_pulses,1.7,0.017,60.937,-0.322
freerun,lowRNN,unconstrained,1,2,0.01,fast_pulses,2.0,0.018,85.268,-0.168
freerun,lowRNN,unconstrained,1,2,0.01,pulse,1.3,0.013,45.634,-1.970
freerun,lowRNN,unconstrained,1,2,0.01,pulse,1.7,-0.019,51.598,-0.534
freerun,lowRNN,unconstrained,1,2,0.01,pulse,2.0,-0.007,38.640,-0.427
freerun,lowRNN,unconstrained,1,2,0.01,raised_cosine,1.3,-0.003,34.148,-1.246
freerun,lowRNN,unconstrained,1,2,0.01,raised_cosine,1.7,-0.006,39.648,-0.035
freerun,lowRNN,unconstrained,1,2,0.01,raised_cosine,2.0,-0.050,45.042,-0.177
freerun,lowRNN,unconstrained,1,2,0.1,baseline,,-0.010,17.982,-0.101
freerun,lowRNN,unconstrained,1,2,0.1,sham,,0.018,58.369,-1.910
freerun,lowRNN,unconstrained,1,2,0.1,fast_pulses,1.3,-0.012,86.827,-6.808
freerun,lowRNN,unconstrained,1,2,0.1,fast_pulses,1.7,-0.024,66.334,-0.470
freerun,lowRNN,unconstrained,1,2,0.1,fast_pulses,2.0,-0.081,71.301,0.015
freerun,lowRNN,unconstrained,1,2,0.1,pulse,1.3,-0.010,60.611,-2.850
freerun,lowRNN,unconstrained,1,2,0.1,pulse,1.7,-0.038,59.022,-0.723
freerun,lowRNN,unconstrained,1,2,0.1,pulse,2.0,-0.036,45.490,-0.645
freerun,lowRNN,unconstrained,1,2,0.1,raised_cosine,1.3,-0.072,84.420,-4.166
freerun,lowRNN,unconstrained,1,2,0.1,raised_cosine,1.7,-0.080,85.728,-1.149
freerun,lowRNN,unconstrained,1,2,0.1,raised_cosine,2.0,-0.136,103.076,-1.572
freerun,lowRNN,unconstrained,1,2,1.0,baseline,,0.010,19.285,-0.163
freerun,lowRNN,unconstrained,1,2,1.0,sham,,0.002,59.006,-1.930
freerun,lowRNN,unconstrained,1,2,1.0,fast_pulses,1.3,-0.020,143.273,-11.843
freerun,lowRNN,unconstrained,1,2,1.0,fast_pulses,1.7,-0.086,113.291,-1.370
freerun,lowRNN,unconstrained,1,2,1.0,fast_pulses,2.0,-0.093,133.477,-0.803
freerun,lowRNN,unconstrained,1,2,1.0,pulse,1.3,-0.046,74.866,-3.718
freerun,lowRNN,unconstrained,1,2,1.0,pulse,1.7,-0.078,66.434,-0.925
freerun,lowRNN,unconstrained,1,2,1.0,pulse,2.0,-0.077,56.892,-1.030
freerun,lowRNN,unconstrained,1,2,1.0,raised_cosine,1.3,-0.062,407.364,-22.851
freerun,lowRNN,unconstrained,1,2,1.0,raised_cosine,1.7,-0.086,455.029,-9.780
freerun,lowRNN,unconstrained,1,2,1.0,raised_cosine,2.0,-0.105,502.655,-11.029
freerun,lowRNN,unconstrained,1,5,0.01,baseline,,0.007,28.671,-0.748
freerun,lowRNN,unconstrained,1,5,0.01,sham,,0.033,76.910,-2.857
freerun,lowRNN,unconstrained,1,5,0.01,fast_pulses,1.3,0.001,136.481,-11.281
freerun,lowRNN,unconstrained,1,5,0.01,fast_pulses,1.7,-0.014,46.919,-0.094
freerun,lowRNN,unconstrained,1,5,0.01,fast_pulses,2.0,0.028,73.658,-0.031
freerun,lowRNN,unconstrained,1,5,0.01,pulse,1.3,-0.008,74.611,-3.858
freerun,lowRNN,unconstrained,1,5,0.01,pulse,1.7,-0.039,62.652,-0.924
freerun,lowRNN,unconstrained,1,5,0.01,pulse,2.0,0.014,79.927,-1.825
freerun,lowRNN,unconstrained,1,5,0.01,raised_cosine,1.3,0.022,44.368,-1.985
freerun,lowRNN,unconstrained,1,5,0.01,raised_cosine,1.7,-0.067,63.071,-0.643
freerun,lowRNN,unconstrained,1,5,0.01,raised_cosine,2.0,-0.025,66.003,-0.719
freerun,lowRNN,unconstrained,1,5,0.1,baseline,,-0.002,29.680,-0.786
freerun,lowRNN,unconstrained,1,5,0.1,sham,,-0.018,80.288,-3.036
freerun,lowRNN,unconstrained,1,5,0.1,fast_pulses,1.3,-0.002,120.549,-9.968
freerun,lowRNN,unconstrained,1,5,0.1,fast_pulses,1.7,-0.057,71.038,-0.620
freerun,lowRNN,unconstrained,1,5,0.1,fast_pulses,2.0,-0.058,74.665,-0.053
freerun,lowRNN,unconstrained,1,5,0.1,pulse,1.3,-0.047,63.634,-3.144
freerun,lowRNN,unconstrained,1,5,0.1,pulse,1.7,-0.033,74.037,-1.214
freerun,lowRNN,unconstrained,1,5,0.1,pulse,2.0,-0.040,77.745,-1.731
freerun,lowRNN,unconstrained,1,5,0.1,raised_cosine,1.3,-0.085,87.363,-4.474
freerun,lowRNN,unconstrained,1,5,0.1,raised_cosine,1.7,-0.116,111.519,-1.784
freerun,lowRNN,unconstrained,1,5,0.1,raised_cosine,2.0,-0.151,87.048,-1.264
freerun,lowRNN,unconstrained,1,5,1.0,baseline,,-0.002,27.126,-0.662
freerun,lowRNN,unconstrained,1,5,1.0,sham,,0.016,84.900,-3.209
freerun,lowRNN,unconstrained,1,5,1.0,fast_pulses,1.3,-0.005,145.536,-12.096
freerun,lowRNN,unconstrained,1,5,1.0,fast_pulses,1.7,-0.079,70.623,-0.589
freerun,lowRNN,unconstrained,1,5,1.0,fast_pulses,2.0,-0.100,73.407,-0.056
freerun,lowRNN,unconstrained,1,5,1.0,pulse,1.3,-0.022,90.754,-4.778
freerun,lowRNN,unconstrained,1,5,1.0,pulse,1.7,-0.016,67.415,-1.055
freerun,lowRNN,unconstrained,1,5,1.0,pulse,2.0,-0.020,75.854,-1.728
freerun,lowRNN,unconstrained,1,5,1.0,raised_cosine,1.3,-0.073,585.598,-33.275
freerun,lowRNN,unconstrained,1,5,1.0,raised_cosine,1.7,-0.116,405.549,-8.657
freerun,lowRNN,unconstrained,1,5,1.0,raised_cosine,2.0,-0.140,365.383,-7.820
freerun,lowRNN,unconstrained,2,2,0.01,baseline,,0.006,13.220,0.158
freerun,lowRNN,unconstrained,2,2,0.01,sham,,0.023,49.311,-1.488
freerun,lowRNN,unconstrained,2,2,0.01,fast_pulses,1.3,-0.002,75.406,-5.930
freerun,lowRNN,unconstrained,2,2,0.01,fast_pulses,1.7,0.013,46.257,-0.047
freerun,lowRNN,unconstrained,2,2,0.01,fast_pulses,2.0,0.017,64.713,0.103
freerun,lowRNN,unconstrained,2,2,0.01,pulse,1.3,0.017,40.143,-1.624
freerun,lowRNN,unconstrained,2,2,0.01,pulse,1.7,-0.006,39.921,-0.223
freerun,lowRNN,unconstrained,2,2,0.01,pulse,2.0,-0.005,41.339,-0.508
freerun,lowRNN,unconstrained,2,2,0.01,raised_cosine,1.3,0.026,26.598,-0.775
freerun,lowRNN,unconstrained,2,2,0.01,raised_cosine,1.7,-0.004,46.031,-0.170
freerun,lowRNN,unconstrained,2,2,0.01,raised_cosine,2.0,-0.098,40.202,-0.051
freerun,lowRNN,unconstrained,2,2,0.1,baseline,,-0.014,12.469,0.189
freerun,lowRNN,unconstrained,2,2,0.1,sham,,0.005,51.404,-1.570
freerun,lowRNN,unconstrained,2,2,0.1,fast_pulses,1.3,-0.009,75.200,-5.809
freerun,lowRNN,unconstrained,2,2,0.1,fast_pulses,1.7,-0.036,60.247,-0.321
freerun,lowRNN,unconstrained,2,2,0.1,fast_pulses,2.0,-0.065,58.629,0.170
freerun,lowRNN,unconstrained,2,2,0.1,pulse,1.3,-0.008,41.603,-1.709
freerun,lowRNN,unconstrained,2,2,0.1,pulse,1.7,-0.048,39.590,-0.231
freerun,lowRNN,unconstrained,2,2,0.1,pulse,2.0,-0.057,37.770,-0.394
freerun,lowRNN,unconstrained,2,2,0.1,raised_cosine,1.3,-0.076,59.627,-2.704
freerun,lowRNN,unconstrained,2,2,0.1,raised_cosine,1.7,-0.093,81.545,-1.014
freerun,lowRNN,unconstrained,2,2,0.1,raised_cosine,2.0,-0.150,64.085,-0.641
freerun,lowRNN,unconstrained,2,2,1.0,baseline,,0.002,12.826,0.175
freerun,lowRNN,unconstrained,2,2,1.0,sham,,0.023,41.927,-1.141
freerun,lowRNN,unconstrained,2,2,1.0,fast_pulses,1.3,-0.009,148.812,-12.301
freerun,lowRNN,unconstrained,2,2,1.0,fast_pulses,1.7,-0.044,121.740,-1.592
freerun,lowRNN,unconstrained,2,2,1.0,fast_pulses,2.0,-0.063,81.922,-0.140
freerun,lowRNN,unconstrained,2,2,1.0,pulse,1.3,-0.026,81.679,-4.097
freerun,lowRNN,unconstrained,2,2,1.0,pulse,1.7,-0.029,50.156,-0.502
freerun,lowRNN,unconstrained,2,2,1.0,pulse,2.0,-0.037,59.639,-1.096
freerun,lowRNN,unconstrained,2,2,1.0,raised_cosine,1.3,-0.070,523.746,-29.586
freerun,lowRNN,unconstrained,2,2,1.0,raised_cosine,1.7,-0.094,330.675,-6.888
freerun,lowRNN,unconstrained,2,2,1.0,raised_cosine,2.0,-0.122,318.901,-6.697
freerun,lowRNN,unconstrained,2,5,0.01,baseline,,0.018,11.763,0.175
freerun,lowRNN,unconstrained,2,5,0.01,sham,,-0.024,45.435,-1.347
freerun,lowRNN,unconstrained,2,5,0.01,fast_pulses,1.3,0.013,70.230,-5.457
freerun,lowRNN,unconstrained,2,5,0.01,fast_pulses,1.7,-0.041,45.668,-0.039
freerun,lowRNN,unconstrained,2,5,0.01,fast_pulses,2.0,-0.025,68.779,0.028
freerun,lowRNN,unconstrained,2,5,0.01,pulse,1.3,-0.018,39.992,-1.721
freerun,lowRNN,unconstrained,2,5,0.01,pulse,1.7,0.006,34.017,-0.084
freerun,lowRNN,unconstrained,2,5,0.01,pulse,2.0,0.001,33.634,-0.280
freerun,lowRNN,unconstrained,2,5,0.01,raised_cosine,1.3,0.006,21.864,-0.569
freerun,lowRNN,unconstrained,2,5,0.01,raised_cosine,1.7,-0.054,41.449,-0.111
freerun,lowRNN,unconstrained,2,5,0.01,raised_cosine,2.0,-0.002,43.296,-0.144
freerun,lowRNN,unconstrained,2,5,0.1,baseline,,0.009,11.372,0.197
freerun,lowRNN,unconstrained,2,5,0.1,sham,,-0.006,47.077,-1.421
freerun,lowRNN,unconstrained,2,5,0.1,fast_pulses,1.3,-0.001,58.498,-4.519
freerun,lowRNN,unconstrained,2,5,0.1,fast_pulses,1.7,0.019,52.550,-0.189
freerun,lowRNN,unconstrained,2,5,0.1,fast_pulses,2.0,-0.037,63.920,0.099
freerun,lowRNN,unconstrained,2,5,0.1,pulse,1.3,-0.032,38.244,-1.591
freerun,lowRNN,unconstrained,2,5,0.1,pulse,1.7,-0.022,34.596,-0.125
freerun,lowRNN,unconstrained,2,5,0.1,pulse,2.0,-0.029,35.255,-0.335
freerun,lowRNN,unconstrained,2,5,0.1,raised_cosine,1.3,-0.068,33.102,-1.194
freerun,lowRNN,unconstrained,2,5,0.1,raised_cosine,1.7,-0.116,45.342,-0.217
freerun,lowRNN,unconstrained,2,5,0.1,raised_cosine,2.0,-0.141,44.369,-0.174
freerun,lowRNN,unconstrained,2,5,1.0,baseline,,0.003,12.643,0.133
freerun,lowRNN,unconstrained,2,5,1.0,sham,,-0.045,47.449,-1.464
freerun,lowRNN,unconstrained,2,5,1.0,fast_pulses,1.3,-0.013,78.046,-6.205
freerun,lowRNN,unconstrained,2,5,1.0,fast_pulses,1.7,-0.075,53.323,-0.212
freerun,lowRNN,unconstrained,2,5,1.0,fast_pulses,2.0,-0.069,70.706,0.005
freerun,lowRNN,unconstrained,2,5,1.0,pulse,1.3,-0.055,40.972,-1.763
freerun,lowRNN,unconstrained,2,5,1.0,pulse,1.7,-0.029,39.323,-0.228
freerun,lowRNN,unconstrained,2,5,1.0,pulse,2.0,-0.051,36.788,-0.398
freerun,lowRNN,unconstrained,2,5,1.0,raised_cosine,1.3,-0.081,121.660,-6.349
freerun,lowRNN,unconstrained,2,5,1.0,raised_cosine,1.7,-0.115,76.049,-0.927
freerun,lowRNN,unconstrained,2,5,1.0,raised_cosine,2.0,-0.137,82.640,-1.111
freerun,lowRNN,unconstrained,3,2,0.01,baseline,,-0.000,10.399,0.289
freerun,lowRNN,unconstrained,3,2,0.01,sham,,0.016,37.362,-0.931
freerun,lowRNN,unconstrained,3,2,0.01,fast_pulses,1.3,0.003,55.991,-4.244
freerun,lowRNN,unconstrained,3,2,0.01,fast_pulses,1.7,0.022,33.283,0.243
freerun,lowRNN,unconstrained,3,2,0.01,fast_pulses,2.0,-0.001,51.761,0.265
freerun,lowRNN,unconstrained,3,2,0.01,pulse,1.3,0.010,27.527,-0.879
freerun,lowRNN,unconstrained,3,2,0.01,pulse,1.7,-0.054,31.341,0.029
freerun,lowRNN,unconstrained,3,2,0.01,pulse,2.0,-0.003,24.307,0.058
freerun,lowRNN,unconstrained,3,2,0.01,raised_cosine,1.3,0.016,26.235,-0.738
freerun,lowRNN,unconstrained,3,2,0.01,raised_cosine,1.7,-0.072,53.533,-0.350
freerun,lowRNN,unconstrained,3,2,0.01,raised_cosine,2.0,-0.094,51.666,-0.312
freerun,lowRNN,unconstrained,3,2,0.1,baseline,,0.006,10.707,0.286
freerun,lowRNN,unconstrained,3,2,0.1,sham,,0.006,34.588,-0.807
freerun,lowRNN,unconstrained,3,2,0.1,fast_pulses,1.3,-0.001,61.692,-4.708
freerun,lowRNN,unconstrained,3,2,0.1,fast_pulses,1.7,-0.033,36.530,0.142
freerun,lowRNN,unconstrained,3,2,0.1,fast_pulses,2.0,-0.098,50.831,0.279
freerun,lowRNN,unconstrained,3,2,0.1,pulse,1.3,0.006,29.397,-0.965
freerun,lowRNN,unconstrained,3,2,0.1,pulse,1.7,-0.018,31.064,0.028
freerun,lowRNN,unconstrained,3,2,0.1,pulse,2.0,0.030,24.065,0.064
freerun,lowRNN,unconstrained,3,2,0.1,raised_cosine,1.3,-0.001,28.791,-0.904
freerun,lowRNN,unconstrained,3,2,0.1,raised_cosine,1.7,-0.120,45.417,-0.169
freerun,lowRNN,unconstrained,3,2,0.1,raised_cosine,2.0,-0.143,45.323,-0.192
freerun,lowRNN,unconstrained,3,2,1.0,baseline,,-0.002,11.017,0.269
freerun,lowRNN,unconstrained,3,2,1.0,sham,,0.006,33.705,-0.777
freerun,lowRNN,unconstrained,3,2,1.0,fast_pulses,1.3,-0.014,71.270,-5.474
freerun,lowRNN,unconstrained,3,2,1.0,fast_pulses,1.7,-0.077,33.453,0.221
freerun,lowRNN,unconstrained,3,2,1.0,fast_pulses,2.0,-0.102,68.540,0.048
freerun,lowRNN,unconstrained,3,2,1.0,pulse,1.3,-0.023,33.682,-1.268
freerun,lowRNN,unconstrained,3,2,1.0,pulse,1.7,-0.007,23.883,0.226
freerun,lowRNN,unconstrained,3,2,1.0,pulse,2.0,-0.070,31.093,-0.167
freerun,lowRNN,unconstrained,3,2,1.0,raised_cosine,1.3,-0.064,156.925,-8.306
freerun,lowRNN,unconstrained,3,2,1.0,raised_cosine,1.7,-0.114,98.193,-1.409
freerun,lowRNN,unconstrained,3,2,1.0,raised_cosine,2.0,-0.135,91.491,-1.282
freerun,lowRNN,unconstrained,3,5,0.01,baseline,,0.007,19.497,-0.270
freerun,lowRNN,unconstrained,3,5,0.01,sham,,0.015,68.672,-2.485
freerun,lowRNN,unconstrained,3,5,0.01,fast_pulses,1.3,-0.002,93.253,-7.588
freerun,lowRNN,unconstrained,3,5,0.01,fast_pulses,1.7,0.013,59.484,-0.314
freerun,lowRNN,unconstrained,3,5,0.01,fast_pulses,2.0,-0.024,81.453,-0.158
freerun,lowRNN,unconstrained,3,5,0.01,pulse,1.3,0.007,67.083,-3.352
freerun,lowRNN,unconstrained,3,5,0.01,pulse,1.7,-0.008,56.427,-0.723
freerun,lowRNN,unconstrained,3,5,0.01,pulse,2.0,-0.031,46.655,-0.756
freerun,lowRNN,unconstrained,3,5,0.01,raised_cosine,1.3,-0.074,32.238,-1.186
freerun,lowRNN,unconstrained,3,5,0.01,raised_cosine,1.7,-0.026,51.974,-0.388
freerun,lowRNN,unconstrained,3,5,0.01,raised_cosine,2.0,0.020,45.695,-0.234
freerun,lowRNN,unconstrained,3,5,0.1,baseline,,-0.007,18.827,-0.228
freerun,lowRNN,unconstrained,3,5,0.1,sham,,-0.012,69.980,-2.537
freerun,lowRNN,unconstrained,3,5,0.1,fast_pulses,1.3,-0.011,80.558,-6.456
freerun,lowRNN,unconstrained,3,5,0.1,fast_pulses,1.7,-0.008,68.342,-0.528
freerun,lowRNN,unconstrained,3,5,0.1,fast_pulses,2.0,-0.055,85.315,-0.201
freerun,lowRNN,unconstrained,3,5,0.1,pulse,1.3,-0.018,56.915,-2.767
freerun,lowRNN,unconstrained,3,5,0.1,pulse,1.7,-0.026,55.008,-0.692
freerun,lowRNN,unconstrained,3,5,0.1,pulse,2.0,0.020,53.829,-0.986
freerun,lowRNN,unconstrained,3,5,0.1,raised_cosine,1.3,-0.085,44.035,-2.006
freerun,lowRNN,unconstrained,3,5,0.1,raised_cosine,1.7,-0.135,48.121,-0.279
freerun,lowRNN,unconstrained,3,5,0.1,raised_cosine,2.0,-0.171,63.263,-0.686
freerun,lowRNN,unconstrained,3,5,1.0,baseline,,0.002,18.158,-0.200
freerun,lowRNN,unconstrained,3,5,1.0,sham,,0.013,59.310,-2.047
freerun,lowRNN,unconstrained,3,5,1.0,fast_pulses,1.3,-0.015,113.834,-9.360
freerun,lowRNN,unconstrained,3,5,1.0,fast_pulses,1.7,-0.081,68.316,-0.542
freerun,lowRNN,unconstrained,3,5,1.0,fast_pulses,2.0,-0.088,80.356,-0.144
freerun,lowRNN,unconstrained,3,5,1.0,pulse,1.3,-0.040,63.273,-3.164
freerun,lowRNN,unconstrained,3,5,1.0,pulse,1.7,-0.059,66.033,-0.995
freerun,lowRNN,unconstrained,3,5,1.0,pulse,2.0,-0.028,61.094,-1.207
freerun,lowRNN,unconstrained,3,5,1.0,raised_cosine,1.3,-0.076,449.704,-25.407
freerun,lowRNN,unconstrained,3,5,1.0,raised_cosine,1.7,-0.119,280.589,-5.691
freerun,lowRNN,unconstrained,3,5,1.0,raised_cosine,2.0,-0.147,253.765,-5.180
freerun,rnn,dale,,,0.01,baseline,,0.004,9.714,0.323
freerun,rnn,dale,,,0.01,sham,,0.015,37.740,-0.972
freerun,rnn,dale,,,0.01,fast_pulses,1.3,0.009,60.114,-4.554
freerun,rnn,dale,,,0.01,fast_pulses,1.7,0.029,23.569,0.409
freerun,rnn,dale,,,0.01,fast_pulses,2.0,0.033,49.285,0.292
freerun,rnn,dale,,,0.01,pulse,1.3,0.006,22.126,-0.568
freerun,rnn,dale,,,0.01,pulse,1.7,-0.021,26.708,0.115
freerun,rnn,dale,,,0.01,pulse,2.0,0.016,20.702,0.156
freerun,rnn,dale,,,0.01,raised_cosine,1.3,0.023,31.398,-1.078
